,uid_connection,index,uid,AuthorOriginal,Description,AuthorBirth,path,BeginDate,ImageURL,City,Country,AuthorBirthCity,AuthorDeathCity,Drawer,Type,img1,img2,type,annotated,cluster_file,cluster,set,new_cluster,new set,old_cluster
262,0a967c0a1b4443a78620a31e08e8ecd4,15917.0,b85ae058f667495e93f1a8b819344f31,PASINELLI Lorenzo,La Maddalena penitente,1629.0,../data/55A/55A_725.jpg,1647.0,https://dhlabsrv4.epfl.ch/iiif_replica/cini%2F55A%2F55A_725.jpg/full/full/0/default.jpg,Già ROMA,Italian,Bologna,Bologna,55A,religious,b85ae058f667495e93f1a8b819344f31,5daa87c748f344efa6ae8dca8e3f8b73,POSITIVE,2018-07-17 16:17:43.311448+00:00,Original,838,train,838,train,851.0
263,0a993aefdd494417ae4af412ff06ed8b,1141.0,0fe56f90835b482b93324922420ed64b,TIZIANO (attr.),Madonna col Bambino e S. Giovannino.,1483.0,../data/58B/58B_504.jpg,1501.0,https://dhlabsrv4.epfl.ch/iiif_replica/cini%2F58B%2F58B_504.jpg/full/full/0/default.jpg,VERONA,,Belluno,Venice,58B,,0fe56f90835b482b93324922420ed64b,0665e1773e774046b41faa9e5af32d65,POSITIVE,2018-04-03 15:55:01.915597+00:00,Original,98,train,98,train,101.0
264,0aa1a860f1e74f9481f5d87198683aaf,11947.0,7d8012abb5484607955988d8df7b55a2,"BASSANO, Jacopo.",S. Gerolamo. 68 x 60,1505.0,../data/46C/46C_630.jpg,1523.0,https://dhlabsrv4.epfl.ch/iiif_replica/cini%2F46C%2F46C_630.jpg/full/full/0/default.jpg,B ER G A M O,(Fuerto Rico),Bassano del Grappa,Bassano del Grappa,46C,,7d8012abb5484607955988d8df7b55a2,eace626ee4b74a29902da4cd50e5dccb,POSITIVE,2018-03-08 22:44:05.030357+00:00,Original,602,val,602,val,612.0
265,0aa574f948d249029d3671243c964c5e,1041.0,1153fd805fee4a10a8b1deb136aa2540,TIZIANO (copia da-.,Venere e Adone.,"(b. 1490, Pieve di Cadore, d. 1576, Venezia)",../data/58A/58A_827.jpg,1550.0,https://dhlabsrv4.epfl.ch/iiif_replica/cini%2F58A%2F58A_827.jpg/full/full/0/default.jpg,PARI G I,Italian,Belluno,Venice,58A,mythological,f18d23007a164110963da5649040dfec,1153fd805fee4a10a8b1deb136aa2540,POSITIVE,2018-07-19 22:38:02.448477+00:00,Original,53,val,53,val,54.0
266,0aba7c5d89274a29ba91ff8593c9e875,17260.0,fea21cc9ad2f4436b46f03776fab5733,GIROLAMO DA TREVISO the Younger,Sleeping Venus,"(b. ca. 1497, Treviso, d. 1544, Boulogne-sur-Mer)",../data/WGA/images/g/girolamo/treviso/sleeping.jpg,1518.0,http://www.wga.hu/html/g/girolamo/treviso/sleeping.html,,Italian,,,,mythological,4808ee0e201949288fb309f25b046619,fea21cc9ad2f4436b46f03776fab5733,POSITIVE,2016-05-17 16:24:53+00:00,Original,71,val,71,val,72.0
267,0ae8a4edb920448fbc7c96c8b3e631fd,20908.0,ea64207684694d379579998f88b7c29a,"TIZIANO da - ROTA, Pietro (inc.",Uccisione di S. Pietro. (Inc.),1623.0,../data/44B/44B_1095.jpg,1641.0,https://dhlabsrv4.epfl.ch/iiif_replica/cini%2F44B%2F44B_1095.jpg/full/full/0/default.jpg,VICENZA,,Rome,Rome,44B,,ea64207684694d379579998f88b7c29a,1bed98f8269446439eac4ac0fc56117c,POSITIVE,2018-07-16 09:47:58.044009+00:00,Original,50,test,50,test,51.0
268,0aeb49e4eeeb4431a9ab2ecf7706a0da,490.0,055bc88c1a70422b845b415e503c004b,"VAROTARI, A.",Madonna col Bambino.,"(b. 1490, Pieve di Cadore, d. 1576, Venezia)",../data/64B/64B_65.jpg,1560.0,https://dhlabsrv4.epfl.ch/iiif_replica/cini%2F64B%2F64B_65.jpg/full/full/0/default.jpg,PADOV A,Italian,,,64B,religious,055bc88c1a70422b845b415e503c004b,c58f039c7d594d258b968b7e37cd1926,POSITIVE,2018-03-02 08:19:40.704136+00:00,Original,527,train,527,train,535.0
269,0af88ab6bdb34668895a5220953e1ec2,,0af88ab6bdb34668ac04067808aef226,"ALLORI, Alessandro.",Venere e Cupido. Tav. 29 x 38,1535.0,../data/134A/134A_200.jpg,1553.0,https://dhlabsrv4.epfl.ch/iiif_replica/cini%2F134A%2F134A_200.jpg/full/full/0/default.jpg,PIREN Z E,Italian,Florence,Florence,134A,mythological,0af88ab6bdb34668ac04067808aef226,f9756914890b4d21895a5220953e1ec2,POSITIVE,26-05-2022_12:49:37,25-05-2022/clusters_mix_2000_25-05-2022_19,523,no set,523,test,
270,0af88ab6bdb346689324b4561fb81902,,0af88ab6bdb34668ac04067808aef226,"ALLORI, Alessandro.",Venere e Cupido. Tav. 29 x 38,1535.0,../data/134A/134A_200.jpg,1553.0,https://dhlabsrv4.epfl.ch/iiif_replica/cini%2F134A%2F134A_200.jpg/full/full/0/default.jpg,PIREN Z E,Italian,Florence,Florence,134A,mythological,0af88ab6bdb34668ac04067808aef226,8174408289e346439324b4561fb81902,POSITIVE,26-05-2022_12:49:37,25-05-2022/clusters_mix_2000_25-05-2022_19,523,no set,523,test,
271,0af9a4006129483991b0ef98b1b52381,,0af9a400612948398d27f7ae73343466,"COSTA, Lorenzo (attr.)",La Crocifissione. Tav. em. 31 x 20.,1527.0,../data/49A/49A_294.jpg,1545.0,https://dhlabsrv4.epfl.ch/iiif_replica/cini%2F49A%2F49A_294.jpg/full/full/0/default.jpg,FIRENZE,,Mantua,Mantua,49A,,0af9a400612948398d27f7ae73343466,ae5521cf30e44dd591b0ef98b1b52381,POSITIVE,26-05-2022_13:22:35,25-05-2022/clusters_mix_2000_25-05-2022_19,875,no set,875,train,
272,0afece972aa648aebeec600f3f6a058b,18570.0,d25b1f0bc93644948d55050ac71f4eac,"BOS, Cornelis",Leda and the Swan,"(b. ca. 1510, 's Hertogenbosch, d. ca. 1566, Groningen)",../data/WGA/images/b/bos/leda.jpg,1540.0,http://www.wga.hu/html/b/bos/leda.html,,Netherlandish,,,,mythological,d25b1f0bc93644948d55050ac71f4eac,edf58fa1bada45879fead83cede67e45,POSITIVE,2016-05-24 08:58:35+00:00,Original,71,train,71,val,92.0
273,0b07a9a997fd4147866f167300a3a0da,,0b07a9a997fd4147bd9e3cfb25eff7dd,SCUOLA VENETA SEC. XVI,adonna col Bambino.,1475.0,../data/75A/75A_416.jpg,1493.0,https://dhlabsrv4.epfl.ch/iiif_replica/cini%2F75A%2F75A_416.jpg/full/full/0/default.jpg,VENEZIA,,,Turin,75A,,0b07a9a997fd4147bd9e3cfb25eff7dd,d863f096fff74041866f167300a3a0da,POSITIVE,31-05-2022_10:58:19,28-05-2022/clusters_mix_2000_28-05-2022_19,210,no set,210,train,
274,0b55d4c6ac454eb6b368e76e659fb757,8711.0,5d98c56a208d48e4b158fbfa127b1c64,"CLEVE, Joos van",The Infants Christ and Saint John the Baptist Embracing,"(b. ca. 1485, Antwerpen, d. 1540, Antwerpen)",../data/WGA/images/c/cleve/joos/infants.jpg,1525.0,http://www.wga.hu/html/c/cleve/joos/infants.html,,Flemish,,,,religious,5d98c56a208d48e4b158fbfa127b1c64,eaad8a619b394dfaa66029584901b0ef,POSITIVE,2016-05-30 10:08:46+00:00,Original,114,test,114,test,117.0
275,0b5eec5c58a94b11b52e1933af9d3750,15714.0,b5d16742b0c04046a80b66e4ea98524a,BAROCCIO.,Sacra Famiglia.,1528.0,../data/110C/110C_235.jpg,1546.0,https://dhlabsrv4.epfl.ch/iiif_replica/cini%2F110C%2F110C_235.jpg/full/full/0/default.jpg,ROMA,Netherlandish,Urbino,Urbino,110C,religious,b5d16742b0c04046a80b66e4ea98524a,b9105cbad53a40428644856c6e91e425,POSITIVE,2018-03-02 10:20:07.869499+00:00,Original,565,train,565,train,574.0
276,0b61d71f93744096b4e8d053d38be9ed,13719.0,9c06cd744bbb4531942d0069653bdc6d,LEONARDO da Vinci,The Virgin and Child with St Anne,"(b. 1452, Vinci, d. 1519, Cloux, near Amboise)",../data/WGA/images/l/leonardo/04/4stanne.jpg,1505.0,http://www.wga.hu/html/l/leonardo/04/4stanne.html,,Italian,,,,religious,9c06cd744bbb4531942d0069653bdc6d,229d5515f1694799af7ee9cc58e517ef,POSITIVE,2016-05-30 09:20:36+00:00,Original,113,train,113,train,116.0
277,0b70904d30d2404abdba513a7217fcd2,8359.0,6f05676574de44d4998172c8f5948ee6,INNOCENZO DA IMOLA,Madonna col Bambino e i Santi Girolamo e Francesco. (68 x 55).,1485.0,../data/111B/111B_675.jpg,1503.0,https://dhlabsrv4.epfl.ch/iiif_replica/cini%2F111B%2F111B_675.jpg/full/full/0/default.jpg,ROMA,,Imola,Bologna,111B,,bfa387b36370490e92a86740dbbe0823,6f05676574de44d4998172c8f5948ee6,POSITIVE,2018-03-14 21:59:50.776475+00:00,Original,140,val,140,val,144.0
278,0b722c1c295649d78398ae653b14b3a1,10272.0,6cbb47c5a7ac480e8dd2fafdc9867135,"ALBANI, Francesco",Diana and Actaeon,"(b. 1578, Bologna, d. 1660, Bologna)",../data/WGA/images/a/albani/1/dianaact.jpg,1625.0,http://www.wga.hu/html/a/albani/1/dianaact.html,BOLOGNA,Italian,Belluno,Venice,58A,mythological,6cbb47c5a7ac480e8dd2fafdc9867135,1574820643224be384a583347d1a4846,POSITIVE,2016-09-13 15:43:39+00:00,Original,237,train,237,train,242.0
279,0b788addfa9c4532bd28c43a54f847a3,17986.0,cdc5941b901a473da9e0c46e7d7c1c87,"CATENA, Vincenzo.","lMadonna con Bambino, S. Maddalena e altra Santa.",1460.0,../data/48C/48C_18.jpg,1478.0,https://dhlabsrv4.epfl.ch/iiif_replica/cini%2F48C%2F48C_18.jpg/full/full/0/default.jpg,GLA S GO W,Inghilterra,Venice,Venice,48C,,cdc5941b901a473da9e0c46e7d7c1c87,a0c6675ec28a4019897ce2597e0877e3,POSITIVE,2018-07-19 18:38:45.204178+00:00,Original,842,test,842,test,855.0
280,0b8a96190d074f119fcc4e7442581a8d,13048.0,b9eb2a66465646399ec32ecd15349fe0,PALMA VECCHIO,Venus,"(b. 1480, Serina, d. 1528, Venezia)",../data/WGA/images/p/palma/vecchio/venus.jpg,1515.0,http://www.wga.hu/html/p/palma/vecchio/venus.html,,Italian,,,,mythological,4808ee0e201949288fb309f25b046619,b9eb2a66465646399ec32ecd15349fe0,POSITIVE,2016-05-17 16:24:53+00:00,Original,71,val,71,val,72.0
281,0b8bcf3bad5d4604b539c90679521dc5,15499.0,b1ea808ff35545b4a9447fe7121654dd,"BASSANO, Jacopo.",Il trasporto di Cristo.,1505.0,../data/65A/65A_152.jpg,1523.0,https://dhlabsrv4.epfl.ch/iiif_replica/cini%2F65A%2F65A_152.jpg/full/full/0/default.jpg,PADOVA,,Bassano del Grappa,Bassano del Grappa,65A,,b1ea808ff35545b4a9447fe7121654dd,8b9d94eb42164b0db12b479d05dfd5f1,POSITIVE,2018-01-04 18:24:13.382563+00:00,Original,515,train,515,train,523.0
282,0ba5ca92adb34f6198a4c52b03d1dfcc,5090.0,3eb5148c22e248109ea114a00fb02464,"PAG ANI, Gregori. .",Castità di Giuseppe.,1558.0,../data/135A/135A_431.jpg,1576.0,https://dhlabsrv4.epfl.ch/iiif_replica/cini%2F135A%2F135A_431.jpg/full/full/0/default.jpg,FIRENZE,,Florence,Florence,135A,,3eb5148c22e248109ea114a00fb02464,d7740543693949f9967dca0b519be9f4,POSITIVE,2018-03-08 21:38:09.327035+00:00,Original,614,val,614,val,624.0
283,0bb2137d18514aac8dbc0a1f42561afc,3839.0,30e13ef95a204e3097ad204eb89dc6ee,"RUBENS, Peter Paul",Two Satyrs,"(b. 1577, Siegen, d. 1640, Antwerpen)",../data/WGA/images/r/rubens/22mythol/32mythol.jpg,1618.0,http://www.wga.hu/html/r/rubens/22mythol/32mythol.html,,Flemish,,,,mythological,30e13ef95a204e3097ad204eb89dc6ee,92e42914b5f94a5aa99a543c6d5bb224,POSITIVE,2017-09-23 15:05:46.181468+00:00,Original,402,val,402,val,408.0
284,0bb35091eb8d4864bd41372f672182ac,5319.0,4272a3697f434bb7bbe47eeb22884912,"PIETRO MONACO (inc.) VERONESE, Paolo (inv.)",Mosé salvato dalla acque.,1528.0,../data/43A/43A_224.jpg,1546.0,https://dhlabsrv4.epfl.ch/iiif_replica/cini%2F43A%2F43A_224.jpg/full/full/0/default.jpg,Ubicazione ignota,,Verona,Venice,43A,,4272a3697f434bb7bbe47eeb22884912,bdcdb4ceca854576aa81a6a5e482309a,POSITIVE,2018-03-07 00:32:49.685761+00:00,Original,24,val,24,val,24.0
285,0bb6bb7f12da4ee39828df4efd27ae61,1440.0,152ce0d716a344d58170122b137ac93d,"DÜRER, Albrecht",St Jerome,"(b. 1471, Nürnberg, d. 1528, Nürnberg)",../data/WGA/images/d/durer/1/09/8jerome.jpg,1521.0,http://www.wga.hu/html/d/durer/1/09/8jerome.html,SANREMO,German,,,54A,religious,d1d7c934245e444ea15dbb62f54abfb7,152ce0d716a344d58170122b137ac93d,POSITIVE,2016-06-09 13:12:56+00:00,Original,147,train,147,train,151.0
286,0bd8ce8639ca44e1b03776d0b0402c46,5739.0,46c098e5404340aeaff5352781f85bb8,BASSANO (bottega dei -),Adorazione dei Pastori. om. 96 x 141,1505.0,../data/71A/71A_284.jpg,1523.0,https://dhlabsrv4.epfl.ch/iiif_replica/cini%2F71A%2F71A_284.jpg/full/full/0/default.jpg,VENEZ I A,Italian,Bassano del Grappa,Bassano del Grappa,71A,religious,46c098e5404340aeaff5352781f85bb8,cb61e9056bbf45c8b3d95dedb8ceafca,POSITIVE,2018-01-04 18:08:02.431540+00:00,Original,514,val,514,val,522.0
287,0bdd18511fb046dab3ae25ad4d1e711b,10484.0,6f9bd70c72254c4f9bc10dc70977c4ab,"MAINARDI, Bastiano.","liadonna con Bambino, S. Giovannino e Angeli.",1466.0,../data/53C/53C_35.jpg,1484.0,https://dhlabsrv4.epfl.ch/iiif_replica/cini%2F53C%2F53C_35.jpg/full/full/0/default.jpg,NEW YORK,Italian,Siena,Florence,53C,religious,6f9bd70c72254c4f9bc10dc70977c4ab,4eb2ef2ca3d54060b0a1cc8d2107510c,POSITIVE,2018-03-02 10:35:49.783483+00:00,Original,110,train,110,train,113.0
288,0bef1e05d45b428da629fb24bb670f4d,19535.0,d9c42c0c5ce242a59d007a8e51bdc626,PINTURICCHIO (i1),La Vergine col Bambino.,1442.0,../data/161C/161C_59.jpg,1460.0,https://dhlabsrv4.epfl.ch/iiif_replica/cini%2F161C%2F161C_59.jpg/full/full/0/default.jpg,BUDAPES T Ungheria,,Perugia,Siena,161C,,d9c42c0c5ce242a59d007a8e51bdc626,bf71d636f40b42b88cb2f3b5463e1cbe,POSITIVE,2018-05-05 18:34:17.022902+00:00,Original,729,train,729,train,740.0
289,0bf189c994d1401087a6dfa361505064,14546.0,a1375b05433e48ec88a83f63b55726fc,TIZIANO Vecellio,Entombment,"(b. 1490, Pieve di Cadore, d. 1576, Venezia)",../data/WGA/images/t/tiziano/05_1550s/09entomb.jpg,1559.0,http://www.wga.hu/html/t/tiziano/05_1550s/09entomb.html,UBICAZIONE IGNOTA,Italian,Belluno,Venice,59C,religious,a1375b05433e48ec88a83f63b55726fc,c33fdd7b069d4fb787fabeb2d08a3b91,POSITIVE,2018-01-07 01:50:57.489816+00:00,Original,48,val,48,val,48.0
290,0bf6663b0a8049c9a41fc975e486ff4a,9475.0,663f41f85ff344acb6ad3c0a1fcc9d46,"CANTARINI, Simone.",Riposo durante la fuga in Egitto.,1612.0,../data/124C/124C_219.jpg,1630.0,https://dhlabsrv4.epfl.ch/iiif_replica/cini%2F124C%2F124C_219.jpg/full/full/0/default.jpg,MI LANO,INGHILTERRA,,,124C,,663f41f85ff344acb6ad3c0a1fcc9d46,ad0b164d27a540e4a114b468bac330a4,POSITIVE,2018-06-11 13:21:57.276440+00:00,Original,772,test,772,test,783.0
291,0bf77dfb97994e469430e899705fa851,6717.0,512f8c52936e4ac28b466199dcdfd0f6,"MARIESCHI, Michele","Venice, a View of the Molo from the Bacino","(b. 1710, Venezia, d. 1743, Venezia)",../data/WGA/images/m/mariesch/molobaci.jpg,1733.0,http://www.wga.hu/html/m/mariesch/molobaci.html,,Italian,,,,landscape,512f8c52936e4ac28b466199dcdfd0f6,8e60fecec01a4ed6a30c2f52595991f7,POSITIVE,2016-02-24 09:55:46+00:00,Original,14,train,14,train,14.0
292,0bf8f74bad764a808406df2395db1881,13870.0,9dba44e454364bc292851669f8304ba3,"SPADARINO, lo",Venus with Doves,"(b. 1585, Roma, d. 1652, Roma)",../data/WGA/images/s/spadarin/venusdov.jpg,1615.0,http://www.wga.hu/html/s/spadarin/venusdov.html,,Italian,,,,mythological,9dba44e454364bc292851669f8304ba3,62067f864e1544fdb22f651e5b06d800,POSITIVE,2016-05-17 16:24:53+00:00,Original,71,val,71,val,72.0
293,0c1b6124210445d4829a5dde4ce355ee,9633.0,7cafbc0aa8bf4311b87967339b46aa99,TIZIANO (copia da-).,Venere e Adone.,1483.0,../data/58A/58A_30.jpg,1550.0,https://dhlabsrv4.epfl.ch/iiif_replica/cini%2F58A%2F58A_30.jpg/full/full/0/default.jpg,ANCONA,Italian,Belluno,Venice,58A,mythological,f18d23007a164110963da5649040dfec,7cafbc0aa8bf4311b87967339b46aa99,POSITIVE,2018-07-19 22:38:02.431652+00:00,Original,53,val,53,val,54.0
294,0c1caafd416f4280b80b88d1b1e7e366,19509.0,d91190895ebb4e65b896835267a42cc7,PITTORE SEC. XVII (sui modi del Sassoferrato).,Madonna. om. 39 x 50.,1609.0,../data/100A/100A_64.jpg,1627.0,https://dhlabsrv4.epfl.ch/iiif_replica/cini%2F100A%2F100A_64.jpg/full/full/0/default.jpg,BASSANO DEL GRAPPA (Vicenza),Italian,Ancona,Rome,100A,religious,d91190895ebb4e65b896835267a42cc7,e94b8266b62249f491bc673bd81a5561,POSITIVE,2018-07-13 18:32:24.024275+00:00,Original,825,train,825,train,838.0
295,0c39302e7c3f4410b3d98423fcb4e673,6687.0,5021c55e7aa245fbaafaf3303ef62dd2,"RENI, Guido (scuola di -)","Maddalena penitente. cm. 64,5 x 49",1575.0,../data/56A/56A_246.jpg,1593.0,https://dhlabsrv4.epfl.ch/iiif_replica/cini%2F56A%2F56A_246.jpg/full/full/0/default.jpg,UBICAZIONE ICNOTA,Italian,Bologna,Bologna,56A,religious,5021c55e7aa245fbaafaf3303ef62dd2,3b34d416ee814995b1b25e0a26bbbbb8,POSITIVE,2018-03-27 00:35:09.347717+00:00,Original,695,train,695,train,706.0
296,0c39eea2c80444159b9d70d5b1e0538c,1254.0,1263e73ce289459badd780e9fce63947,"DAVID, Gerard",Rest during the Flight to Egypt,"(b. ca. 1460, Oudewater, d. 1523, Bruges)",../data/WGA/images/d/david/2/rest_fli.jpg,1510.0,http://www.wga.hu/html/d/david/2/rest_fli.html,,Flemish,,,,religious,1e9948634b744f6f858da13edd459f65,1263e73ce289459badd780e9fce63947,POSITIVE,2016-06-28 09:05:29+00:00,Original,205,val,205,val,210.0
297,0c3c025b3fe84f499818dcbf060551ff,2439.0,241308564f1f43ed897e38a0b1ed19a9,"BOUTS, Dieric the Elder",Virgin and Child,"(b. ca. 1415, Haarlem, d. 1475, Leuven)",../data/WGA/images/b/bouts/dirk_e/2/virginch.jpg,1460.0,http://www.wga.hu/html/b/bouts/dirk_e/2/virginch.html,,Netherlandish,,,,religious,6fe49cb681c04704ab38cceda0a74835,241308564f1f43ed897e38a0b1ed19a9,POSITIVE,2016-06-28 09:05:29+00:00,Original,205,val,205,val,210.0
298,0c3e9066912c471385920233ca95bf7e,13458.0,908a72448f5e4cf59b527ae27ccb10b0,RAFFAELLO (da -),La Trasfigurazione.,1483.0,../data/56A/56A_27.jpg,1501.0,https://dhlabsrv4.epfl.ch/iiif_replica/cini%2F56A%2F56A_27.jpg/full/full/0/default.jpg,A REZ zo,,Urbino,Rome,56A,,908a72448f5e4cf59b527ae27ccb10b0,3cd505ac43b644efbd50827f6256d873,POSITIVE,2018-07-24 13:45:43.781118+00:00,Original,857,val,857,val,870.0
299,0c40775ec6d54d42ac551812a60d7cba,,0c40775ec6d54d42a23d78d3fe5e3277,"MARATTA, Carlo.",La Madonna col Bambino e Angeli,1625.0,../data/110C/110C_512.jpg,1643.0,https://dhlabsrv4.epfl.ch/iiif_replica/cini%2F110C%2F110C_512.jpg/full/full/0/default.jpg,ROMA,Italian,Ancona,Rome,110C,religious,0c40775ec6d54d42a23d78d3fe5e3277,30ab6bbef0e24298ac551812a60d7cba,POSITIVE,26-05-2022_15:55:03,25-05-2022/clusters_mix_2000_25-05-2022_19,576,no set,576,test,
300,0c528932a634474a9251f80941657df7,10592.0,7098112d4bb34627aa4132885ebfc271,CIGOLI (il) (attr.),Compianto sul Cristo morto.,1559.0,../data/48C/48C_479.jpg,1577.0,https://dhlabsrv4.epfl.ch/iiif_replica/cini%2F48C%2F48C_479.jpg/full/full/0/default.jpg,UBICAZIONE IGNOTA,,Bassano del Grappa,Rome,48C,,7098112d4bb34627aa4132885ebfc271,3d3fbd5152384beaa83bc60d5b31e591,POSITIVE,2018-03-02 08:08:59.674995+00:00,Original,374,train,374,train,379.0
301,0c58947c02364ac58665c41f6f21f757,18760.0,d461708c356043c79e101afe6673de0a,"HEDA, Willem Claesz.",Ham and Silverware,"(b. 1594, Haarlem, d. 1680, Haarlem)",../data/WGA/images/h/heda/ham_silv.jpg,1649.0,http://www.wga.hu/html/h/heda/ham_silv.html,,Dutch,,,,still-life,d461708c356043c79e101afe6673de0a,8c087d43b3e048b3adac4fcf8994e8ae,POSITIVE,2016-09-09 10:00:28+00:00,Original,229,val,229,val,234.0
302,0c59e402e28e44849ba97eb712ca2dfb,,0c59e402e28e44848d0592dba5204d63,"STROZZI, Bernardo",La Carità,1581.0,../data/122A/122A_449.jpg,1599.0,https://dhlabsrv4.epfl.ch/iiif_replica/cini%2F122A%2F122A_449.jpg/full/full/0/default.jpg,GENO V A,,Genoa,Venice,122A,,0c59e402e28e44848d0592dba5204d63,879d9e32714748b29ba97eb712ca2dfb,POSITIVE,26-05-2022_13:18:16,25-05-2022/clusters_mix_2000_25-05-2022_19,805,no set,805,val,
303,0c5a18f9261541ab8e5852866d3f626c,9799.0,7f1865256eda454fb66c454b17ff2119,"LEFEBVRE, Valentin. (da Paolo Veronese).",Ratto d'Europa. Tav. 49.,,../data/171A/171A_381.jpg,,https://dhlabsrv4.epfl.ch/iiif_replica/cini%2F171A%2F171A_381.jpg/full/full/0/default.jpg,,,,,171A,,db2ac04068b74458884df0cd94190415,7f1865256eda454fb66c454b17ff2119,POSITIVE,2018-05-16 12:07:51.220182+00:00,Original,34,train,34,train,34.0
304,0c5d8c83771f44e39102c2088433dde6,7836.0,682eaab934544874805588395ee546a9,TIZIANO Vecellio,Venus and Cupid with an Organist,"(b. 1490, Pieve di Cadore, d. 1576, Venezia)",../data/WGA/images/t/tiziano/09/04organ.jpg,1548.0,http://www.wga.hu/html/t/tiziano/09/04organ.html,,Italian,,,,mythological,5ecdf8d840fe4fe9b06b7af39b2b756f,682eaab934544874805588395ee546a9,POSITIVE,2016-05-17 16:24:53+00:00,Original,71,val,71,val,72.0
305,0c64e06dd7ef4ce39c5ce611810a086f,11609.0,9e4a9424274a43b29714baa89248af46,"BASS ANO, Jacopo.",Il banchetto del ricco Epulone.,1505.0,../data/112A/112A_318.jpg,1523.0,https://dhlabsrv4.epfl.ch/iiif_replica/cini%2F112A%2F112A_318.jpg/full/full/0/default.jpg,ROMA,,Bassano del Grappa,Bassano del Grappa,112A,,bba59c2757924cc68bffb1fb75d37d49,9e4a9424274a43b29714baa89248af46,POSITIVE,2018-03-23 15:41:53.423240+00:00,Original,213,train,213,train,218.0
306,0c65b503a5ce4dc6b541f3a7e9462550,437.0,03460cad395742dcaa4966028bc0f223,"BASSANO, Francesco.",Deposizione.,1505.0,../data/46C/46C_597.jpg,1523.0,https://dhlabsrv4.epfl.ch/iiif_replica/cini%2F46C%2F46C_597.jpg/full/full/0/default.jpg,VIENNA,,Bassano del Grappa,Bassano del Grappa,46C,,03460cad395742dcaa4966028bc0f223,0df8f72e7f524c27a861c60162edd92e,POSITIVE,2018-01-04 18:20:46.977895+00:00,Original,515,train,515,train,523.0
307,0c7b5defae2e4c84923c6e14a7cb2573,2224.0,1bc3bd59f2e4406ab150ada132ad9171,RAFFAELLO (copia del sec. XVII da -).,La Trasfigurazione. Rame  em. 94 x 62.,1483.0,../data/72B/72B_7.jpg,1501.0,https://dhlabsrv4.epfl.ch/iiif_replica/cini%2F72B%2F72B_7.jpg/full/full/0/default.jpg,VENEZIA,,Urbino,Rome,72B,,1bc3bd59f2e4406ab150ada132ad9171,3cd505ac43b644efbd50827f6256d873,POSITIVE,2018-07-24 13:45:43.754455+00:00,Original,857,val,857,val,870.0
308,0c82316904d34f919f2da8602b663ac5,9821.0,7f45a936e81a48cb9f878a7ffd696084,"LIBERI, Piero (Copia da)","La Vergine col Bambino e S. Antonio. Rame, em. 24 x 18.",1605.0,../data/67A/67A_125.jpg,1483.0,https://dhlabsrv4.epfl.ch/iiif_replica/cini%2F67A%2F67A_125.jpg/full/full/0/default.jpg,ROVIGO,,Padua,Venice,67A,,63057bc7f3d74c9f9c66f3f9c7b81b62,7f45a936e81a48cb9f878a7ffd696084,POSITIVE,2018-06-05 17:14:22.014503+00:00,Original,100,train,100,train,103.0
309,0c8d345c79f9488e9b44e7e191a3e6c7,13563.0,96c1e27af38b41fd8277bf5e81ccba33,"WEYDEN, Rogier van der",Lamentation,"(b. 1400, Tournai, d. 1464, Bruxelles)",../data/WGA/images/w/weyden/rogier/14pieta/6lamenta.jpg,1459.0,http://www.wga.hu/html/w/weyden/rogier/14pieta/6lamenta.html,,Flemish,,,,religious,96c1e27af38b41fd8277bf5e81ccba33,dc5f6d0b3ba447b09bff92a9fe4399f3,POSITIVE,2017-07-31 13:05:03.671307+00:00,Original,416,train,416,train,422.0
310,0c8dfcc5c542404da39e3bc5482c23e1,17348.0,c5839e5220e5419e92d878396b0c04bb,SEC. XVI ex.,Un soffitto. Part.: Leda e il cigno.,"(b. 1511, Settignano, d. 1592, Firenze)",../data/135C/135C_57.jpg,1550.0,https://dhlabsrv4.epfl.ch/iiif_replica/cini%2F135C%2F135C_57.jpg/full/full/0/default.jpg,FIRENZE,Italian,Arezzo,Rome,135C,mythological,c5839e5220e5419e92d878396b0c04bb,0e273bfd9bd949f8a579205d5abf6793,POSITIVE,2018-05-07 08:28:12.709336+00:00,Original,71,train,71,val,92.0
311,0ca4c972e58a44d1be898497502639f9,16710.0,bf9e16f03e4145c6a5b97bcfc89222d9,"GUARDI, Francesco",Campo Santi Giovanni e Paolo,"(b. 1712, Venezia, d. 1793, Venezia)",../data/WGA/images/g/guardi/francesc/2/guard201.jpg,1762.0,http://www.wga.hu/html/g/guardi/francesc/2/guard201.html,,Italian,,,,landscape,bf9e16f03e4145c6a5b97bcfc89222d9,d244974d13ae4d3c85a1720e86cab3a4,POSITIVE,2016-05-12 13:58:55+00:00,Original,46,train,46,train,46.0
312,0cb92b8591a84d0a889179aa07cb28b6,4546.0,48d1144034a5400aa5e7f557fb885605,RAFFAELLO (scuola di -),Sacra Famiglia.,1483.0,../data/111B/111B_104.jpg,1501.0,https://dhlabsrv4.epfl.ch/iiif_replica/cini%2F111B%2F111B_104.jpg/full/full/0/default.jpg,R O I A,,Urbino,Rome,111B,,bfa387b36370490e92a86740dbbe0823,48d1144034a5400aa5e7f557fb885605,POSITIVE,2018-03-14 22:03:11.599347+00:00,Original,140,val,140,val,144.0
